wallet,manage_payment_method,pay sameer,wallet.manage_payment_method
wallet,manage_payment_method,pay sameer Rs 1000,wallet.manage_payment_method
wallet,manage_payment_method,cancel payment,wallet.manage_payment_method
wallet,manage_payment_method,add Rs 1000 to my Wallet,wallet.manage_payment_method
wallet,manage_payment_method,add Rs 1000 to my purse,wallet.manage_payment_method
wallet,manage_payment_method,send 500 bucks to Mr. Agarwal,wallet.manage_payment_method
wallet,manage_payment_method,Manage my wallet,wallet.manage_payment_method
wallet,manage_payment_method,show me the money?,wallet.manage_payment_method
wallet,manage_payment_method,how much money is there in my wallet?,wallet.manage_payment_method
wallet,manage_payment_method,add payment method,wallet.manage_payment_method
wallet,manage_payment_method,add Citi bank credit card ,wallet.manage_payment_method
wallet,manage_payment_method,Delete Citi bank credit card ,wallet.manage_payment_method
wallet,manage_payment_method,add document,wallet.manage_payment_method
wallet,manage_payment_method,Add aadhar card,wallet.manage_payment_method
wallet,manage_payment_method,Add new membership,wallet.manage_payment_method
wallet,manage_payment_method,Add Yeshwant Club Membership,wallet.manage_payment_method
wallet,manage_payment_method,Notify me when balance in my wallet is less than Rs 50,wallet.manage_payment_method
wallet,manage_payment_method,Add balance of Rs 500,wallet.manage_payment_method
wallet,manage_payment_method,Change wallet lock ,wallet.manage_payment_method
wallet,manage_payment_method,Change wallet password,wallet.manage_payment_method
wallet,manage_payment_method,Set Transaction Limit,wallet.manage_payment_method
wallet,manage_payment_method,Set Citi card as the Primary Card,wallet.manage_payment_method
hotel,book,Book a hotel,hotel.book
hotel,book,Book me hotel in Goa,hotel.book
hotel,book,Book me 3 stars hotel in Goa,hotel.book
hotel,book,Book a hotel for 3 people,hotel.book
hotel,book,Book a hotel for 3 people in Goa,hotel.book
hotel,book,Book me 3 stars hotel for 3 people in Goa,hotel.book
hotel,book,Book hotel for 6 people and 2 children in Goa,hotel.book
hotel,book,get me 2 rooms,hotel.book
hotel,book,get me 2 rooms in a 3 star,hotel.book
hotel,book,get me 2 rooms in a 3 star hotel,hotel.book
hotel,book,get me 2 rooms in Goa,hotel.book
hotel,book,get me 2 rooms in a 3 star in Goa,hotel.book
hotel,book,get me 2 rooms in a 3 star hotel in Goa,hotel.book
hotel,book,get me a room in bangalore for 2 days,hotel.book
hotel,book,get me hotel in bangalore ,hotel.book
hotel,book,get me hotel in bangalore for 2 days,hotel.book
hotel,book,get me 5 star hotel in bangalore for 5 days,hotel.book
hotel,book,book me a cheap hotel with WiFi,hotel.book
hotel,book,book me a cheap hotel with WiFi in mumbai,hotel.book
hotel,book,book me a cheap hotel with WiFi in mumbai for 3 days,hotel.book
hotel,book,show me nearest hotel ,hotel.book
hotel,book,show me nearest hotel with rates under 1500,hotel.book
hotel,book,Book me hotel in Goa with rates under Rs 1500,hotel.book
hotel,book,Book a hotel for 3 people in Goa with room rates under Rs 2000,hotel.book
hotel,book,Find me hotels in Goa with rates under rs 1500,hotel.book
hotel,book,Reserve radisson blu,hotel.book
hotel,book,Reserve radisson blu for 3 days,hotel.book
hotel,book,Reserve radisson blu on 24 mar,hotel.book
hotel,book,Reserve radisson blu for 24 feb -3 mar,hotel.book
hotel,book,Reserve 2 suite in radisson blu,hotel.book
hotel,book,Reserve 2 suite in radisson blu for 3 days,hotel.book
hotel,book,Reserve 2 suite in radisson blu on 24 feb,hotel.book
hotel,book,Show most popular hotels in Indore,hotel.book
hotel,book,Show most popular hotels in Indore under Rs 1500,hotel.book
hotel,book,Show homestay in pune ,hotel.book
hotel,book,I need a nice hotel in Sapna-Sangeeta ,hotel.book
hotel,book,I need a nice hotel in Sapna-Sangeeta area,hotel.book
hotel,book,I need a nice hotel in juhu for 3 days,hotel.book
hotel,book,Book Hotel Shreemaya for 2 people for valentines day,hotel.book
hotel,book,book me Sayaji,hotel.book
hotel,book,book me stay in lavish hotel in Ooty,hotel.book
hotel,book,book me stay in lavish hotel in Ooty from 24 feb to 1 mar,hotel.book
hotel,book,find nearby hotels to koregaon park,hotel.book
hotel,book,book 2 rooms for 4 people in hotel shreemaya,hotel.book
hotel,book,book 2 rooms for 4 people in hotel shreemaya on 24 March,hotel.book
hotel,book,book 2 rooms for 4 people in hotel shreemaya for 24 feb - 2 mar,hotel.book
hotel,book,get me a room for 2 adult and 1 child in south goa,hotel.book
hotel,book,get me a room for 2 adult and 1 child in south goa for 4 days,hotel.book
hotel,book,find me a room in 3 km from Daly College,hotel.book
hotel,book,find me a hotel with steam bath in udaipur,hotel.book
hotel,book,find me a hotel with steam bath in udaipur in a budget of 2500,hotel.book
hotel,book,find me budget hotel in mumbai,hotel.book
hotel,book,reserve me a AC room under 1500 in mumbai,hotel.book
hotel,book,book me hotel in mumbai tomorrow,hotel.book
